City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,letterkenny,54.9517933,-7.7354381,7.94,94,98,1.5,IE,1702247492
282,mananjary,-21.2385393,48.3463035,25.05,90,31,2.42,MG,1702247495
283,tidjikja,18.5545158,-11.4325834,20.93,22,49,5.43,MR,1702247497
284,langepas,61.247257,75.189278,-32.73,98,8,1.84,RU,1702247501
285,aykhal,65.9516363,111.4917562,-28.99,99,100,2.14,RU,1702247502
286,carlinville,39.2797699,-89.8817662,4.84,53,2,2.98,US,1702247503
287,brisas de zicatela,15.8367317,-97.042937,28.57,70,57,1.18,MX,1702247504
288,kourou,5.1581197,-52.64263,28.01,87,21,2.84,GF,1702247505
289,'ohonua,-21.3413217,-174.956145,27.04,66,8,6.79,TO,1702247506
290,tejen,37.38463,60.5027245,9.85,47,43,1.13,TM,1702247507
291,margate,51.3878174,1.3819699,11.67,81,1,6.26,GB,1702247508
292,garissa,-0.4567099,39.6404713,26.83,75,80,3.44,KE,1702247509
293,charters towers,-20.0714089,146.2709824,27.28,51,25,6.95,AU,1702247510
294,lyubim,58.35762,40.691818,-13.24,92,100,4.59,RU,1702247511
295,kzyltu,42.5619789,69.99174,-1.95,82,100,1.02,KZ,1702247512
296,lycksele,64.6,18.166667,-10.92,92,100,1.94,SE,1702247357
297,acapulco de juarez,16.8680495,-99.8940182,29.71,74,75,3.09,MX,1702247514
298,kailua-kona,19.641941,-155.996933,28.32,74,20,4.63,US,1702247239
299,hasaki,35.7529706,140.8201321,11.27,69,99,1.9,JP,1702247516
300,shanklin,50.6288132,-1.1779031,12.47,85,1,2.68,GB,1702247518
301,mirnyy,62.541077,113.978584,-29.55,96,100,3.11,RU,1702247518
302,orchard homes,46.8632567,-114.048444,2.0,92,100,0.45,US,1702247519
303,genhe,51.3346874,121.8112468,-34.85,96,5,0.99,CN,1702247520
304,sechura,-5.5575353,-80.8223327,24.84,62,11,7.89,PE,1702247521
305,buckhannon,38.9939426,-80.2322698,5.47,93,100,2.57,US,1702247236
306,sao joao da barra,-21.6348588,-41.0487079,24.06,80,41,2.65,BR,1702247526
307,machiques,10.0596326,-72.5463146,26.68,80,43,2.74,VE,1702247527
308,box elder,44.1333654,-103.064514,7.05,35,20,7.2,US,1702247528
309,dhidhdhoo,6.889046,73.1133538,28.42,78,97,5.18,MV,1702247529
310,rouissat,31.9239554,5.3498372,11.04,50,0,1.54,DZ,1702247531
311,vainode,56.4189518,21.8531625,-1.98,95,100,4.75,LV,1702247532
312,puerto colombia,2.4954965,-68.27051058033612,26.67,79,85,1.4,CO,1702247533
313,harstad,68.92973835000001,16.520913478350344,-4.9,100,89,3.64,NO,1702247534
314,roma,41.8933203,12.4829321,10.78,63,0,2.57,IT,1702247411
315,chui,-33.6895237,-53.454704,16.94,94,16,3.62,BR,1702247537
316,fort mcmurray,56.7291997,-111.3885221,0.77,59,0,7.2,CA,1702247538
317,bhag,29.0427282,67.8236233,16.49,22,0,1.44,PK,1702247539
318,laguna,-28.4837443,-48.7816572,19.74,95,100,7.3,BR,1702247465
319,lospalos,-8.5219841,126.9987085,25.89,74,99,1.08,TL,1702247542
320,namibe,-15.195064,12.1458085,22.52,77,82,2.34,AO,1702247544
321,rawlins,41.7907878,-107.239176,-1.06,59,20,14.4,US,1702247545
322,bang phae,13.6940797,99.927898,23.71,84,10,0.49,TH,1702247546
323,tolanaro,-25.0296943,46.9903888,25.88,89,20,9.26,MG,1702247547
324,keflavik,63.9997694,-22.5565373,1.24,93,100,4.63,IS,1702247548
325,seguela,7.9662547,-6.675572,24.81,37,98,0.94,CI,1702247549
326,laela,-8.5724624,32.046977,17.32,91,99,0.83,TZ,1702247550
327,gizo,29.9870753,31.2118063,17.42,32,99,1.8,EG,1702247552
328,bovalino,38.148971,16.174004,15.19,75,8,6.79,IT,1702247553
329,port lincoln,-34.7211905,135.8592218,17.25,92,100,8.13,AU,1702247423
330,anadyr,64.7316875,177.5060925,-25.91,75,20,5.0,RU,1702247556
331,kristiansund,63.216819400000006,7.545258996501891,1.36,75,0,2.57,NO,1702247556
332,olyokminsk,60.373016,120.438751,-27.44,90,100,3.16,RU,1702247557
333,tuineje,28.3256078,-14.0460201,18.88,37,100,2.58,ES,1702247560
334,niquero,20.0484084,-77.579635,26.7,78,85,2.18,CU,1702247561
335,smithers,54.7792074,-127.1760991,-2.82,86,40,1.54,CA,1702247562
336,mili,37.55359,22.7168716,9.9,93,100,1.85,GR,1702247563
337,pisco,-13.7099813,-76.2029793,22.94,64,0,4.63,PE,1702247565
338,junin de los andes,-39.9508525,-71.0708566,25.37,35,97,3.98,AR,1702247566
339,pacific grove,36.6211149,-121.917794,20.08,55,0,6.71,US,1702247164
340,ostersund,63.1793655,14.6357061,-3.75,86,100,6.17,SE,1702247568
341,yelizovo,53.1864972,158.3836712,2.08,93,100,8.05,RU,1702247059
342,kharp,66.815163,65.8009163,-26.78,100,98,1.62,RU,1702247570
343,mbanza-ngungu,-5.2500086,14.8666614,20.34,98,100,1.21,CD,1702247571
344,sungai raya,4.67229855,97.88783242896986,24.27,93,98,1.53,ID,1702247572
345,kalmunai,7.4131557,81.8269327,25.2,88,92,2.18,LK,1702247573
346,letlhakane,-21.4219913,25.5880424,18.71,89,100,4.59,BW,1702247574
347,lompoc,34.6391501,-120.4579409,22.1,45,0,5.66,US,1702247496
348,colchani,-20.3006101,-66.9378189,14.25,52,78,6.98,BO,1702247578
349,tegal,-6.8673767,109.1378833,26.11,80,86,2.71,ID,1702247580
350,trevelin,-43.0791069,-71.4640493,21.69,61,87,3.02,AR,1702247581
351,saudarkrokur,65.7443213,-19.6385795,-5.74,86,61,4.78,IS,1702247584
352,paramonga,-10.6751894,-77.8185202,20.59,81,62,3.93,PE,1702247585
353,ende,-5.128956,119.4142779,25.01,94,40,2.57,ID,1702247586
354,mwandiga,-4.8361503,29.6603829,21.97,86,100,1.68,TZ,1702247587
355,queenstown,-45.0321923,168.661,16.28,39,3,3.19,NZ,1702247588
356,marsh harbour,26.5382728,-77.0610382,24.71,83,48,9.37,BS,1702247589
357,beroroha,-21.679782,45.169849,27.76,56,31,1.16,MG,1702247590
358,la passe,46.20351905,-1.4601257909247631,14.41,94,100,12.91,FR,1702247591
359,kozani,40.3007259,21.7883119,3.38,75,66,3.6,GR,1702247592
360,valparaiso,-33.0458456,-71.6196749,20.15,70,75,5.66,CL,1702247593
361,tura,47.3900474,0.6889268,14.07,92,100,5.66,FR,1702247258
362,urbania,43.668257,12.5241126,8.2,70,82,2.47,IT,1702247594
363,sao vicente,-23.9603686,-46.3847024,24.12,49,100,3.58,BR,1702247595
364,arteche,11.6821151,124.8624062,25.59,87,87,2.16,PH,1702247596
365,yaring,6.8650106,101.3713314,26.83,89,88,2.6,TH,1702247597
366,guledagudda,16.0504384,75.7899798,23.2,59,100,4.53,IN,1702247598
367,goure,13.9861547,10.2645876,17.94,25,58,6.42,NE,1702247599
368,carroll,42.0651109,-94.8666108,3.03,60,0,1.54,US,1702247600
369,timmins,48.477473,-81.330414,-5.12,93,100,4.12,CA,1702247377
370,choibalsan,48.0688183,114.5241352,-24.77,87,100,1.08,MN,1702247602
371,port isabel,26.0734119,-97.2085844,19.02,38,0,6.69,US,1702247602
372,camocim,-2.9009918,-40.8427389,27.03,73,78,7.72,BR,1702247603
373,touros,-5.1998625,-35.4595051,26.34,70,43,5.32,BR,1702247604
374,grantsville,38.9234195,-81.0959456,4.3,97,100,0.89,US,1702247464
375,ridgecrest,35.6225064,-117.6699414,15.38,17,75,0.89,US,1702247305
376,port-gentil,-0.7149116,8.7797434,25.99,94,20,1.54,GA,1702247607
377,puerto baquerizo moreno,-0.902599,-89.610191,27.81,69,20,5.14,EC,1702247608
378,tadine,-21.5482593,167.8822897,25.28,57,98,7.06,NC,1702247609
379,boa vista,2.8208478,-60.6719582,30.99,55,40,3.6,BR,1702247611
380,sao fidelis,-21.6482101,-41.7480548,23.9,82,97,1.74,BR,1702247612
381,xining,36.617331,101.7761976,-3.16,61,100,0.52,CN,1702247613
382,usinsk,65.995731,57.5571267,-28.9,100,100,0.45,RU,1702247615
383,tomatlan,19.031158,-97.0097358,14.53,97,100,1.72,MX,1702247616
384,rabigh,22.7989669,39.0335547,26.75,62,99,0.87,SA,1702247617
385,bama,24.1437442,107.2558901,20.52,99,92,1.32,CN,1702247618
386,magadan,59.5604768,150.7988617,-5.76,81,92,8.33,RU,1702247619
387,lutes mountain,46.136832049999995,-64.92295993093336,6.47,93,75,5.14,CA,1702247620
388,nova sintra,14.871066,-24.6956479,23.09,73,100,3.26,CV,1702247621
389,jalai nur,49.4577253,117.7122539,-31.49,96,6,1.67,CN,1702247622
390,goz beida,9.5574,20.5151,26.05,20,100,1.97,CF,1702247623
391,fort bragg,35.140311,-79.15414649804102,20.97,90,100,3.09,US,1702247624
392,parauapebas,-6.0696846,-49.8903283,28.88,73,40,1.54,BR,1702247625
393,dudinka,69.406067,86.175072,-26.88,97,100,5.36,RU,1702247453
394,firuzabad,28.845604,52.5727236,12.54,37,96,1.51,IR,1702247627
395,wynyard,51.766667,-104.183333,-0.01,69,31,2.06,CA,1702247627
396,portland,45.5202471,-122.674194,12.71,94,100,5.66,US,1702247028
397,cole harbour,45.2593736,-61.2699661,6.83,91,100,6.02,CA,1702247629
398,kapenguria,1.2522515,35.0909919,14.9,84,81,0.72,KE,1702247630
399,ballina,-28.86574,153.5659468,25.99,54,82,4.12,AU,1702247631
400,khuzdar,27.8000135,66.6166537,11.05,23,0,2.94,PK,1702247631
401,lincoln,40.8088861,-96.7077751,8.01,45,20,4.63,US,1702247081
402,filipstad,59.7,14.183333,-2.07,95,100,4.5,SE,1702247633
403,lekki,6.4123323,4.0947395,27.19,83,3,4.58,NG,1702247634
404,codrington,51.508188,-2.3936619,10.73,85,79,4.92,GB,1702247635
405,hashtrud,37.4758937,47.0499618,3.73,84,29,2.45,IR,1702247637
406,kasongo-lunda,-6.4786095,16.8168133,21.23,98,100,0.43,CD,1702247638
407,yung shue wan,22.22557,114.1117117,24.05,88,91,3.49,HK,1702247639
408,kenai,60.5544444,-151.258333,-5.48,89,100,12.86,US,1702247640
409,petrila,45.4437023,23.3765054,-0.25,94,97,0.89,RO,1702247641
410,promissao,-21.5404913,-49.8574709,22.71,74,99,3.78,BR,1702247643
411,tahe,52.369570249999995,124.57651170129445,-25.72,75,1,3.06,CN,1702247644
412,mukah,2.8929774,112.0913318,24.59,92,69,1.78,MY,1702247645
413,yagry,64.6174261,39.8261155,-15.94,89,100,7.02,RU,1702247646
414,vila velha,-20.3297037,-40.2920174,24.41,80,75,2.68,BR,1702247647
415,aasiaat,68.709588,-52.8512976,-4.79,95,100,6.9,GL,1702247648
416,bluefields,12.0131543,-83.764907,26.97,100,75,2.06,NI,1702247649
417,carutapera,-1.2016638,-46.0205618,26.49,78,45,3.32,BR,1702247650
418,dayrut,27.5838017,30.8160091,16.36,35,11,1.72,EG,1702247651
419,am djarass,16.0662879,22.8350448,19.42,13,59,4.01,TD,1702247652
420,blacksburg,37.2296566,-80.4136767,11.09,88,100,3.09,US,1702247653
421,happy valley-goose bay,53.2964352,-60.3111895,1.29,75,100,8.75,CA,1702247654
422,walvis bay,-22.9542501,14.5074577,17.27,82,17,3.6,NA,1702247654
423,freeport,42.2966861,-89.6212271,-0.45,84,100,2.57,US,1702247655
424,xilin hot,43.9312058,116.0789127,-16.72,79,100,2.77,CN,1702247657
425,tabou,4.4194457,-7.3603666,26.51,82,21,3.07,CI,1702247659
426,salekhard,66.5375387,66.6157469,-28.41,100,100,3.77,RU,1702247660
427,fish town,5.197873,-7.8759933,23.34,95,34,1.35,LR,1702247661
428,broome,-17.9566909,122.2240181,24.94,27,92,5.66,AU,1702247662
429,seydi,39.477026300000006,62.9115776115831,4.23,54,100,3.71,TM,1702247664
430,kudahuvadhoo,2.6704688,72.89060791131976,28.16,75,100,3.29,MV,1702247665
431,wajir,1.7504651,40.0594959,26.65,65,45,5.12,KE,1702247667
432,four corners,28.3461198,-81.6734086,25.94,92,100,1.79,US,1702247669
433,maragogi,-9.0118278,-35.222512,26.05,75,48,4.71,BR,1702247670
434,fortaleza,-3.7304512,-38.5217989,28.29,75,40,4.63,BR,1702247671
435,mohr,27.5514645,52.8821254,17.64,46,73,1.99,IR,1702247673
436,takoradi,4.887401,-1.7519316,26.92,82,92,3.96,GH,1702247674
437,penne,44.0767,1.73031,12.17,94,99,1.4,FR,1702247675
438,sept-iles,50.2109579,-66.3790642,2.24,97,100,3.09,CA,1702247676
439,kemi,65.7333404,24.5666495,-12.0,85,98,2.57,FI,1702247677
440,mata-utu,-13.2820419,-176.1740224,28.2,76,100,6.71,WF,1702247678
441,zhigalovo,54.812668,105.15229,-36.01,100,35,0.47,RU,1702247679
442,sandnessjoen,66.0215451,12.6317232,-0.88,64,75,2.06,NO,1702247680
443,ilhabela,-23.816628,-45.368685,22.56,86,100,5.72,BR,1702247681
444,katsuura,35.1521846,140.3207449,13.98,81,98,2.72,JP,1702247683
445,guiratinga,-16.3457422,-53.7595097,25.32,72,100,1.79,BR,1702247684
446,slivnitsa,42.8517828,23.0380281,3.84,96,100,1.42,BG,1702247685
447,mount isa,-20.7289898,139.4931522,23.92,53,77,6.69,AU,1702247686
448,labrador city,52.9422944,-66.9177291,-1.05,93,100,7.2,CA,1702247687
449,ust'-kut,56.7810026,105.7460255,-36.21,100,66,0.45,RU,1702247688
450,ambodifotatra,-19.1785806,48.8769365,23.64,94,53,0.95,MG,1702247689
451,vordingborg,55.0102518,11.9097478,6.11,100,99,5.48,DK,1702247690
452,kismayo,-0.3602433,42.5409025,27.19,78,29,5.23,SO,1702247691
453,karratha,-20.7370067,116.8478592,26.26,19,8,10.02,AU,1702247691
454,kirando,-7.3712142,30.6216293,22.18,89,100,2.63,TZ,1702247694
455,laojunmiao,33.384109,114.890577,0.03,90,100,6.17,CN,1702247695
456,santa cruz,28.469648,-16.2540884,24.5,68,0,1.54,ES,1702247698
457,loango,-5.1609398,12.9696737,22.91,97,100,0.65,CD,1702247702
458,st. john's,47.5614705,-52.7126162,-0.42,89,20,2.06,CA,1702247703
459,caraballeda,10.6128387,-66.8498125,28.12,84,75,1.54,VE,1702247705
460,plettenberg bay,-34.052778,23.369444,15.16,88,4,1.12,ZA,1702247706
461,mayya,61.742214,130.281189,-33.38,90,100,4.33,RU,1702247707
462,nieuw amsterdam,40.7127281,-74.0060152,16.14,92,100,4.47,US,1702247484
463,nikolayevsk-on-amure,53.138729,140.72493,-21.16,84,100,5.37,RU,1702247709
464,okhotsk,59.3643921,143.2410816,-6.79,90,100,1.25,RU,1702247710
465,bengkulu,-3.7922858,102.2623797,23.57,91,100,1.53,ID,1702247711
466,port moresby,-9.4743301,147.1599504,26.53,83,20,2.57,PG,1702247712
467,monte maiz,-33.2042607,-62.6006255,24.45,36,0,3.91,AR,1702247714
468,carloforte,39.1426981,8.3026639,15.64,78,12,3.9,IT,1702247715
469,tamanrasset,22.7854543,5.5324465,13.9,24,0,5.14,DZ,1702247716
470,muborak,39.2536827,65.1537992,8.47,46,79,2.15,UZ,1702247717
471,errachidia,31.929089,-4.4340807,15.01,38,0,1.03,MA,1702247718
472,san patricio,27.9695325,-97.7731720386266,18.25,22,0,3.12,US,1702247719
473,general acha,-37.3762421,-64.59982964187434,29.29,17,48,6.42,AR,1702247720
474,antigonish,45.6213607,-61.9904928,7.19,91,100,6.03,CA,1702247721
475,sur,33.2721211,35.1964023,18.4,50,11,2.97,LB,1702247722
476,ivatsevichy,52.7090639,25.3386297,-1.66,96,100,5.65,BY,1702247723
477,abepura,-2.6160972,140.6730139,29.41,74,20,3.6,ID,1702247724
478,phalaborwa,-23.948502,31.137577,20.63,92,100,4.51,ZA,1702247726
479,totness,5.8771314,-56.3307762,25.64,87,37,3.62,SR,1702247727
480,penapolis,-21.4192406,-50.0765588,22.64,76,96,3.33,BR,1702247594
481,bandarbeyla,9.4952646,50.8127815,25.21,75,27,9.15,SO,1702247730
482,fonadhoo,1.83578565,73.50370287170395,27.75,77,77,3.17,MV,1702247731
483,xinyu,27.8214162,114.9124505,16.4,96,100,1.26,CN,1702247731
484,kununurra,-15.7730916,128.738839,25.95,61,40,4.63,AU,1702247733
485,barguzin,53.617638,109.632744,-28.37,94,68,1.62,RU,1702247734
486,usogorsk,63.429546,48.706184,-24.1,99,100,1.79,RU,1702247735
487,ankang,32.7165184,108.9912989,5.06,87,76,0.92,CN,1702247736
488,hauterive,48.4774049,0.1989853,11.07,89,100,6.25,FR,1702247737
489,al jawf,24.1985492,23.2938969,12.22,55,0,4.17,LY,1702247410
490,strezhevoy,60.732758,77.600807,-27.81,99,7,2.68,RU,1702247739
491,hongjiang,27.2127857,109.8319249,11.21,91,100,2.69,CN,1702247741
492,chapaev,50.1878581,51.1716191,-12.0,57,45,5.86,KZ,1702247742
493,broken hill,-31.965,141.4511111,31.92,26,97,6.99,AU,1702247743
494,kimbe,-5.5562921,150.1529513,25.07,96,100,1.33,PG,1702247744
495,plastun,44.7589818,136.286379,-16.34,53,0,3.06,RU,1702247537
496,guerrero negro,27.9709506,-114.036389,24.18,21,0,2.21,MX,1702247747
497,altagracia de orituco,9.8624463,-66.3605635,23.31,86,53,2.41,VE,1702247748
498,carnarvon,-24.8826131,113.6576486,26.19,23,0,8.92,AU,1702247748
499,blythe,33.6134767,-114.5937537,19.79,8,6,3.67,US,1702247752
500,al kharijah,15.35954,44.21674,10.66,32,5,1.14,YE,1702247753
501,tucurui,-3.7738509,-49.6708204,27.16,74,91,1.78,BR,1702247648
502,huarmey,-10.0687481,-78.152199,21.53,78,50,4.16,PE,1702247754
503,renk,11.751936,32.8087719,26.83,23,53,3.93,SS,1702247755
504,suntar,62.157455,117.646332,-27.9,95,100,2.99,RU,1702247756
505,nuku'alofa,-21.1343401,-175.201808,27.19,61,20,3.6,TO,1702247757
506,nyurba,63.286648,118.354149,-28.95,98,100,2.49,RU,1702247758
507,luorong,24.406095,109.597266,22.0,83,88,1.19,CN,1702247758
508,bumba,2.1837441,22.466526,23.06,92,95,1.03,CD,1702247759
509,ixtapa,16.8032586,-92.9053697,23.78,79,51,3.48,MX,1702247760
510,amga,60.894218,131.97998,-27.57,91,100,3.92,RU,1702247761
511,pandan,-3.2873871,104.1929841,23.79,97,100,0.43,ID,1702247763
512,castillos,-34.2003023,-53.8608364,16.41,93,12,3.18,UY,1702247764
513,morococha,-14.3324463,-73.0454329,8.41,72,97,2.63,PE,1702247767
514,dalhart,36.060408,-102.5180763,11.39,28,0,5.66,US,1702247769
515,kinablangan,7.6913126,126.5515932,26.33,83,50,2.04,PH,1702247770
516,farrokh shahr,32.2732354,50.9836849,-2.43,64,0,2.06,IR,1702247771
517,chibougamau,49.9137407,-74.3713954,-1.13,93,100,5.14,CA,1702247772
518,nizhneangarsk,55.783573,109.571762,-23.41,80,42,2.68,RU,1702247774
519,kitimat,54.0535577,-128.6540519,2.6,65,100,0.2,CA,1702247432
520,ciudad lazaro cardenas,20.4621605,-97.6990645,16.66,78,100,0.7,MX,1702247775
521,papao,12.6918922,-16.3791775,22.06,83,0,0.0,SN,1702247776
522,kamaishi,39.2757463,141.8858151,5.07,60,97,2.99,JP,1702247777
523,gamba,28.2764084,88.5165114,-9.09,60,1,1.26,CN,1702247778
524,calatagan,13.8329883,120.6322361,25.96,84,75,6.07,PH,1702247780
525,pangani,-5.5033455,39.0637889,26.51,83,77,3.7,TZ,1702247781
526,soe,58.211850850000005,25.9364387637133,-5.94,95,100,3.15,EE,1702247782
527,ntungamo,-0.7828961,30.0923434,14.79,97,77,0.63,UG,1702247783
528,camana,-11.9873096,-73.1217654,24.02,92,80,1.28,PE,1702247784
529,les cayes,18.1944428,-73.7511601,25.35,83,25,2.84,HT,1702247785
530,northam,51.0505743,-4.211341809956307,12.4,84,48,14.33,GB,1702247786
531,bedesa,6.8783693,37.9351901,16.54,55,28,2.49,ET,1702247787
532,bargara,-24.8154799,152.4630414,26.77,73,97,8.9,AU,1702247789
533,zhenlai,45.8449852,123.1976314,-18.44,78,62,0.67,CN,1702247789
534,brookings,44.311461,-96.79844,-0.53,81,0,0.0,US,1702247790
535,birjand,32.8633961,59.2177294,1.2,47,0,3.09,IR,1702247791
536,manokwari,-0.8614456,134.0767324,27.19,77,100,1.65,ID,1702247792
537,manggar,-2.8672641,108.2759285,25.97,84,77,0.93,ID,1702247793
538,burang,30.2962003,81.1747758,-12.43,43,4,1.46,CN,1702247794
539,fisterra,42.9064771,-9.263789,18.23,86,100,10.64,ES,1702247795
540,berea,41.3661614,-81.8543026,3.64,80,100,4.12,US,1702247680
541,rio grande,-53.7856766,-67.7016369,10.55,58,20,12.52,AR,1702247796
542,harper,41.3624875,-92.0510088,3.06,57,7,2.07,US,1702247797
543,banjarmasin,-3.3187496,114.5925828,25.09,98,98,1.0,ID,1702247396
544,qandala,11.471934,49.87341,24.35,75,8,2.29,SO,1702247799
545,angermunde,53.017276,13.9981503,7.38,92,100,4.27,DE,1702247800
546,talwara,23.565324,74.3230521,18.22,54,0,1.8,IN,1702247802
547,mgandu,-4.5086564,38.0830353,22.3,91,96,1.69,TZ,1702247803
548,ternate,45.7822863,8.6903182,8.47,78,0,1.03,IT,1702247805
549,tazovsky,67.4735321,78.7149206,-25.99,97,100,4.87,RU,1702247806
550,pontes e lacerda,-15.2315171,-59.3349512,25.7,78,100,2.31,BR,1702247376
551,correntina,-13.344157,-44.6345066,27.92,43,75,0.92,BR,1702247807
552,aracuai,-16.8484451,-42.0661868,28.16,50,90,5.74,BR,1702247809
553,betul,21.8998192,77.8959149,15.07,67,11,1.35,IN,1702247810
554,ciudad bolivar,8.1028532,-63.5469562,29.13,59,93,4.47,VE,1702247813
555,paranagua,-25.5148822,-48.5226695,20.36,97,100,1.76,BR,1702247814
556,shangri-la,27.8452587,99.7414777,-2.12,95,55,1.24,CN,1702247814
557,karosta,56.55219,21.0221321,-1.04,93,100,5.14,LV,1702247815
558,calipatria,33.1255957,-115.5141538,21.81,15,5,1.34,US,1702247816
559,ladario,-19.0036585,-57.6028285,26.26,76,88,3.33,BR,1702247817
560,raja,15.2991923,-61.3872868,26.01,78,24,7.2,DM,1702247818
561,kuta,-8.7278354,115.1730049,26.97,83,20,1.54,ID,1702247818
562,mccook,41.7978095,-87.8447798,1.19,77,98,1.79,US,1702247819
563,satipo,-11.2558599,-74.635278,25.54,79,91,1.12,PE,1702247820
564,concepcion del uruguay,-32.4851849,-58.2320232,21.68,67,8,3.81,AR,1702247821
